"ManufacturerId","Brand","ProductName","ProductId","Category","Description","Features","Driver","PowerSource","Region","Verified","BatteryLife","Retailer","Technology","MaxLoad","Certifications"
"_TZE284_qasjif9e","Generic Tuya","mmWave Motion Sensor (Advanced)","TS0601","Motion Sensors","Professional mmWave motion sensor with advanced configuration options. Supports ZHA and Zigbee2MQTT with full feature set.","24GHz radar detection | Configurable detection zones | Sensitivity adjustment | LED control | Vacancy timer | Scene automation support","motion_sensor_mmwave_battery","Battery (CR2450)","Global","True","18-24 months",,,,""
"_TZE284_sxm7l9xa","Generic Tuya","mmWave Radar Sensor (Compact)","TS0601","Motion Sensors","Compact mmWave radar motion sensor with reliable human detection. Optimized for small spaces and precise detection.","Compact design | Fast response time (<500ms) | Precise motion tracking | Low false alarm rate | Energy efficient","motion_sensor_mmwave_battery","Battery","Global","True",,,,,""
"_TZE284_xsm7l9xa","Generic Tuya","mmWave Radar Sensor (Enhanced)","TS0601","Motion Sensors","Enhanced variant of mmWave radar sensor with improved detection algorithms and better battery efficiency.","Enhanced detection algorithm | Improved battery life | Reduced false positives | Optimized RF sensitivity | Quick pairing","motion_sensor_mmwave_battery","Battery (CR2450)","Global","True","24+ months",,,,""
"_TZE284_5cuocqty","Generic Tuya","Smart Plug with Energy Monitoring (16A)","TS0121","Smart Plugs","16A Zigbee smart plug with comprehensive energy monitoring. Measures power, voltage, current, and energy consumption.","16A maximum load (EU standard) | Real-time power monitoring (W) | Energy consumption tracking (kWh) | Voltage and current measurement | Overload protection | Child safety lock | Zigbee mesh repeater","smart_plug_energy_ac","AC Mains (230V)","Europe","True",,,,"16A / 3680W",""
"_TZE284_bjzrowv2","Generic Tuya","Smart Plug Energy Monitor","TS0121","Smart Plugs","Zigbee smart plug with energy monitoring features for home automation and energy management.","On/Off control | Power monitoring | Energy statistics | Compact design | Easy installation","smart_plug_energy_ac","AC Mains","Global","True",,,,,""
"_TZE284_ahwvlkpy","Generic Tuya","Smart Plug with Metering","TS0121","Smart Plugs","Smart plug with electrical metering capabilities for energy-conscious home automation.","Power metering | Remote control | Schedule support | Zigbee repeater function","smart_plug_energy_ac","AC Mains","Global","True",,,,,""
"_TZE284_dapwryy7","Generic Tuya","16A Smart Socket","TS0121","Smart Plugs","High-capacity smart socket with energy monitoring for heavy appliances.","16A capacity | Energy monitoring | Overload protection | LED indicator","smart_plug_energy_ac","AC Mains","Europe","True",,,,,""
"_TZE284_dcnsggvz","Generic Tuya","Smart Outlet Energy","TS0121","Smart Plugs","Smart outlet with comprehensive energy monitoring and control features.","Real-time monitoring | Historical data | Remote switch | Mesh support","smart_plug_energy_ac","AC Mains","Global","True",,,,,""
"_TZE284_9qhuzgo0","Generic Tuya","Single Gang Dimmer Switch","TS0601","Dimmers","Smart dimmer switch with smooth dimming control and scene support.","0-100% dimming | Minimum brightness setting | Smooth transitions | Scene modes | LED indicator","dimmer_switch_1gang_ac","AC Mains (Live+Neutral required)","Global","True",,,,,""
"_TZE284_hlx9tnzb","Generic Tuya","LED Dimmer 1 Gang","TS0601","Dimmers","Single gang LED dimmer with advanced control features.","LED compatible | Smooth dimming | Memory function | Touch control","dimmer_switch_1gang_ac","AC Mains","Global","True",,,,,""
"_TZE284_n9ctkb6j","Generic Tuya","Smart Dimmer Single","TS0601","Dimmers","Intelligent dimmer switch with app and manual control.","App control | Manual dimming | Preset scenes | Night mode","dimmer_switch_1gang_ac","AC Mains","Global","True",,,,,""
"_TZE284_1fuxihti","Generic Tuya","Smart Curtain Motor","TS0601","Curtain Motors","Zigbee curtain motor with position control and quiet operation.","Position control (0-100%) | Quiet operation (<35dB) | Auto-calibration | Schedule support | Manual control backup","curtain_motor_ac","AC Mains or DC adapter","Global","True",,,,,""
"_TZE284_ezqy5pvh","Generic Tuya","Gas Leak Detector (AC)","TS0601","Gas Sensors","Mains-powered gas leak detector with combustible gas detection.","Combustible gas detection | Instant alarm | Self-test function | Long sensor life (5+ years) | High sensitivity","gas_sensor_ts0601_ac","AC Mains","Global","True",,,,,""
"_TZE284_ggev5fsl","Generic Tuya","Gas Detector (Battery)","TS0601","Gas Sensors","Battery-powered gas detector for flexible installation.","Wireless installation | Low battery alert | Gas leak alarm | Test button | LED status","gas_sensor_ts0601_battery","Battery (3x AA)","Global","True","12-18 months",,,,""
